date,title,feed_type,link,description,image,publisher,stocks,_id
2020-09-25,"Trade Spotlight: Apollo Hospitals, Tata Motors, & Bajaj Finance in focus | Hot Stocks | Apollo Hospitals, Wipro, Granules India three buy calls for short-term",news-article | news-article,https://www.moneycontrol.com/news/business/markets/trade-spotlight-apollo-hospitals-tata-motors-bajaj-finance-in-focus-5882591.html | https://www.moneycontrol.com/news/business/markets/hot-stocks-apollo-hospitals-wipro-granules-india-three-buy-calls-for-short-term-5881211.html,"On September 24, stocks like Apollo Hospitals bucked the trend and rose over 7 percent while Bajaj Finance, and Tata Motors fell more than 6 percent each. | The index is trading near 261.8 percent Fibonacci projected level, based on the previous week’s trading range, suggesting that bears might take a breather.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/03/buySellHold2-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'BJFN'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}] | [{'sid': 'APLH'}, {'sid': 'GRAN'}, {'sid': 'WIPR'}]","['5f6d700a0fd75dcee5f71c1f', '5f6d53ea0fd75dcee5f71bef']"
2020-09-27,Medical tourism sector needs government support to get back on its feet: Sangita Reddy,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/medical-tourism-sector-needs-government-support-to-get-back-on-its-feet-sangita-reddy/articleshow/78344139.cms,"Medical value travel tourism is still nascent in India and holds great potential. Niti Aayog has identified medical value travel as one of the major growth drivers and a major source of forex earning, Apollo Hospitals Group Joint MD Sangita Reddy said.","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-78344157,width-1070,height-580,imgsize-589498,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],['5f702b040fd75dcee5f71e8c']
2020-09-28,"Apollo will be stronger, more consumer-centric post Covid: Suneeta Reddy | Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitesh Thakkar for short term",news-article | news-article,https://www.business-standard.com/article/companies/apollo-will-be-stronger-more-consumer-centric-post-covid-suneeta-reddy-120092800826_1.html | https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitesh-thakkar-for-short-term-143-5892671.html,"In a Q&A, the MD of Apollo Hospitals on how her company is strengthening its chains in order to come closer to the consumer | Sudarshan Sukhani of s2analytics.com suggests buying Apollo Hospitals with a stop loss of Rs 1,985, target at Rs 2,136 and Berger Paints with a stop loss of Rs 570, target at Rs 602.",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2020-09/28/full/1601290419-1257.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'BRGR'}]","['5f71c8270fd75dcee5f72061', '5f715d830fd75dcee5f71f37']"
2020-10-01,"Repco Home Finance Ltd leads losers in ‘A’ group | Trade Spotlight: Apollo Hospitals, Welspun Corp & Advanced Enzyme in focus",news-article | news-article,https://www.business-standard.com/article/news-cm/repco-home-finance-ltd-leads-losers-in-a-group-120100100771_1.html | https://www.moneycontrol.com/news/business/markets/trade-spotlight-apollo-hospitals-welspun-corp-advanced-enzyme-in-focus-5908161.html,"Symphony Ltd, Vodafone Idea Ltd, AIA Engineering Ltd and Apollo Hospitals Enterprise Ltd are among the other losers in the BSEs A group today, 01 October 2020. | Stocks like Apollo Hospitals hit a fresh 52-week high, Welspun Corp was locked at upper circuit and Advanced Enzyme rose nearly 13 percent.",https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'AIAE'}, {'sid': 'APLH'}, {'sid': 'VODA'}, {'sid': 'RHFL'}, {'sid': 'SYMP'}] | [{'sid': 'ADEN'}, {'sid': 'APLH'}, {'sid': 'WGSR'}]","['5f75a88fa9039d3519446b6f', '5f7552010fd75dcee5f7256f']"
2020-10-02,Apollo Hospitals’ U.S. Aid Spurs Lawmakers to Press HHS for Data,news-article,https://www.bloombergquint.com/markets/lawmakers-seek-answers-after-apollo-s-hospitals-get-u-s-aid,Lawmakers Seek Answers After Apollo’s Hospitals Get U.S. Aid,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2018-08%2F3a8e2237-2edb-4494-bcf2-231993fb6108%2FBLOOMBERG_LOGO.png?rect=0%2C56%2C1920%2C1008&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'APLH'}],['5f76539ba9039d3519446c8e']
2020-10-07,"HDFC Bank offers loan for care at Apollo | HDFC Bank to give instant loans up to Rs 40 lakh for customers’ medical bills at Apollo Hospitals | What exclusive services can HDFC Bank customers avail with Apollo Hospitals? | HDFC to give instant loans up to Rs 40 lakh for customers’ medical bills at Apollo Hospitals | New programme gives HDFC Bank customers financing at Apollo Hospitals | HDFC Bank, Apollo Hospitals partner for healthcare solution | HDFC Bank partners with Apollo Hospitals for holistic healthcare solution",news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.thehindu.com/business/hdfc-bank-offers-loan-for-care-at-apollo/article32797368.ece | https://www.freepressjournal.in/business/hdfc-bank-to-give-instant-loans-up-to-rs-40-lakh-for-customers-medical-bills-at-apollo-hospitals | https://www.freepressjournal.in/business/what-exclusive-services-can-hdfc-bank-customers-avail-with-apollo-hospitals | https://economictimes.indiatimes.com/industry/banking/finance/banking/hdfc-to-give-instant-loans-up-to-rs-40-lakh-for-customers-medical-bills-at-apollo-hospitals/articleshow/78533687.cms | https://www.business-standard.com/article/companies/new-programme-gives-hdfc-bank-customers-financing-at-apollo-hospitals-120100700735_1.html | https://www.thehindubusinessline.com/money-and-banking/hdfc-bank-apollo-hospitals-partner-for-healthcare-solution/article32791282.ece | https://www.livemint.com/companies/news/hdfc-bank-partners-with-apollo-hospitals-for-holistic-healthcare-solution-11602057303315.html,"HDFC Bank has tied up with Apollo Hospitals Ltd. to offer its customers unsecured, pre-approved loan of up to ₹40 lakh for medical expenses incurred at the healthcare chain. ’The Healthy Life Programm | HDFC Bank on Wednesday announced a tie-up with Apollo Hospitals through which its customers can avail unsecured loans of up to Rs 40 lakh to pay for medical expenses incurred at the healthcare chain. The loans will be disbursed almost instantly as and when a need for money arises, and the … | HDFC Bank has tied-up with Apollo Hospitals to help its customers using medical services at the healthcare chain. The bank is offering pre-approved personal loans up to Rs 40 lakh, 10-second personal loan disbursal, anytime Apollo doctor on call service at no cost among other services.Howe… | The loans will be disbursed almost instantly as and when a need for money arises, and the hospital patients who are customers of HDFC Bank will also receive preferential treatment, its Chief Executive Officer and Managing Director Aditya Puri told reporters. | The HealthyLife Programme is created exclusively for HDFC Bank customers | HDFC Bank customers to get round-the-clock access to emergency doctor, choice of payment options, ease of finance for treatments at all Apollo Hospitals | The programme is created exclusively for HDFC Bank customers who will get round the clock access to emergency Apollo Doctor at No Cost on Apollo 24|7 along with a plethora of benefits",https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}, {'sid': 'HDBK'}] | [{'sid': 'APLH'}, {'sid': 'HDBK'}] | [{'sid': 'APLH'}, {'sid': 'HDBK'}] | [{'sid': 'APLH'}, {'sid': 'HDBK'}] | [{'sid': 'APLH'}, {'sid': 'HDBK'}] | [{'sid': 'APLH'}, {'sid': 'HDBK'}] | [{'sid': 'APLH'}, {'sid': 'HDBK'}]","['5f7e034fa9039d35194474d7', '5f7ddf89a9039d35194474ad', '5f7dca70a9039d3519447470', '5f7da1e8a9039d3519447403', '5f7d8ebaa9039d35194473bf', '5f7d8562a9039d35194473ad', '5f7d7ef3a9039d351944739a']"
2020-10-08,"Two patients undergo lung transplant at Apollo Hospitals | Apollo Hospitals (₹2,173.1): Buy",news-article | news-article,https://www.thehindu.com/sci-tech/health/two-patients-undergo-lung-transplant-at-apollo-hospitals/article32803714.ece | https://www.thehindubusinessline.com/markets/stock-markets/apollo-hospitals-21731-buy/article32795825.ece,"Apollo Hospitals said that Anuj Shah was the first person to get a lung transplant after transplants were allowed during the pandemic. | The stock of Apollo Hospitals, after witnessing a multi-year breakout in early 2020, fell sharply in March. That is, the stock posted a loss of about 42 per cent from the then lifetime high of ₹1,813.",https://www.thehindu.com/news/cities/chennai/4hedov/article32803795.ece/ALTERNATES/LANDSCAPE_615/Lung-doctorsjpeg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['5f7f4dcaa9039d3519447717', '5f7e8286a9039d3519447517']"
2020-10-12,"Retain ‘buy’ on Apollo Hospitals, raise TP to Rs 2,400 from Rs 1,875 | Market Movers: Vedanta slumps 20% as delisting fails; 44 stocks give ‘sell’ signal | Manipal Health in talks to acquire Columbia Asia’s India operations for Rs 1,600 crore | Apollo Hospitals & Thyrocare: Time to book profits or add? | Manipal Health in talks to buy India operations of Columbia Asia for Rs 1,600 crore",news-article | news-article | news-article | news-article | news-article,https://www.financialexpress.com/infrastructure/roadways/retain-buy-on-apollo-hospitals-raise-tp-to-rs-2400-from-rs-1875/2103881/ | https://economictimes.indiatimes.com/markets/stocks/news/market-movers-vedanta-slumps-20-as-delisting-fails-44-stocks-give-sell-signal/articleshow/78620225.cms | https://www.moneycontrol.com/news/business/manipal-health-in-talks-to-acquire-columbia-asias-india-operations-for-rs-1600-crore-5952511.html | https://economictimes.indiatimes.com/markets/expert-view/apollo-hospitals-thyrocare-time-to-book-profits-or-add-more/articleshow/78614294.cms | https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/manipal-health-in-talks-to-buy-india-operations-of-columbia-asia-for-rs-1600-crore/articleshow/78611434.cms,"Hospital operations seeing gradual recovery, APHS continues to see recovery in occupancy level at its hospitals each successive month from the lows of April/May, when lockdown was imposed in India. | A total of 50 stocks hit 52-week highs on the BSE. These included Ambuja Cements, Apollo Hospitals, Coforge, GTPL Hathway, Hero MotoCorp, Aditya Birla Money and Greenpanel Industries, among others. | After the deal, Manipal Hospitals is expected to become India’s second largest hospital chain after Apollo Hospitals. | A 70-90 times earnings is just not sustainable as for that, the company will have to continuously grow at 50-60% for the next 10 years, says Sandip Sabharwal | ​​If the deal goes through, Columbia Asia will be rebranded Manipal Hospitals, which will likely become the second largest hospital chain in India with 26 hospitals and nearly 7,000 beds, behind Apollo Hospitals.",https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2020/10/Apollo.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'APLH'}] | [{'sid': 'ABUJ'}, {'sid': 'APLH'}, {'sid': 'ABML'}, {'sid': 'BSEL'}, {'sid': 'COFO'}, {'sid': 'GREP'}, {'sid': 'GTPH'}, {'sid': 'HROM'}, {'sid': 'VDAN'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'THYO'}] | [{'sid': 'APLH'}]","['5f84a5b4a9039d3519447bd7', '5f84473fa9039d3519447b63', '5f842cc5a9039d3519447b24', '5f83f0bea9039d3519447a8e', '5f83b816a9039d3519447a0d']"
2020-10-15,Apollo Hospitals ready to administer one million Covid vaccines daily | Prepared To Administer 1 Million Covid-19 Vaccines A Day: Apollo Hospitals Group | Apollo Hospitals says ready to administer 10 lakh coronavirus vaccines per day | Prepared to administer 1 mn COVID-19 vaccines a day: Apollo Hospitals Group | Covid-19: Apollo Hospitals ready to administer 1 million vaccines per day | Apollo Hospitals gears up to administer 1 million Covid-19 vaccines daily | Apollo Hospitals announces capacity to administer 1 million COVID-19 vaccines daily,news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.financialexpress.com/lifestyle/health/apollo-hospitals-ready-to-administer-one-million-covid-vaccines-daily/2106528/ | https://www.bloombergquint.com/coronavirus-outbreak/prepared-to-administer-1-mn-covid-19-vaccines-a-day-apollo-hospitals-group | https://www.businesstoday.in/current/corporate/apollo-hospitals-prepared-to-administer-10-lakh-coronavirus-vaccines-per-day/story/419051.html | https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/prepared-to-administer-1-mn-covid-19-vaccines-a-day-apollo-hospitals-group/articleshow/78680276.cms | https://www.thehindubusinessline.com/news/covid-19-apollo-hospitals-ready-to-administer-1-million-vaccines-per-day/article32860563.ece | https://www.business-standard.com/article/current-affairs/apollo-hospitals-gears-up-to-administer-1-million-covid-19-vaccines-daily-120101500557_1.html | https://www.indiainfoline.com/article/news-top-story/apollo-hospitals-announces-capacity-to-administer-1-million-covid-19-vaccines-daily-120101500473_1.html,"More than ten thousand Apollo employees are undergoing required training and will be stationed at Apollo centres to administer the vaccine. | Apollo Hospitals Group said it is prepared to administer 1 million Covid-19 vaccines daily. | Apollo Hospitals Group Executive Vice-Chairperson Shobana Kamineni said that the group will work with the government in tandem to ensure that maximum number of people gets the coronavirus vaccine safe and fast | The group will leverage its pan India web of 19 medicine supply hubs with cold chain facilities and use it’s 70 hospitals, over 400 clinics, 500 corporate health centers, 4,000 pharmacies alongside omni-channel digital platform Apollo 24|7 to ensure massive administration capacity of COVID-19 vaccin… | Apollo has built a cold storage chain to ensure safe reach of the vaccine | According to the hospital chain, its cold chain network can deliver the vaccine in less than 30 mins and in maximum 48 hours across the country | About 30 per cent of India is roughly 30 minutes away from an Apollo pharmacy, which can then guarantee safe and widespread reach of the vaccine, if required.",https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2020/10/1-547.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['5f889a54a9039d3519448275', '5f885115a9039d3519448214', '5f884257a9039d35194481f1', '5f88322fa9039d35194481bc', '5f880a44a9039d3519448150', '5f87fc1ea9039d3519448133', '5f88102fa9039d351944815d']"
2020-10-20,Apollo Hospitals launches ‘Post-Covid Recovery Clinics’,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-launches-post-covid-recover-clinics/article32899810.ece,Clinics to offer post-recovery specialty care to those who have recovered from the pandemic,https://www.thehindubusinessline.com/companies/3rrg8m/article32899809.ece/ALTERNATES/LANDSCAPE_615/bl21-apollo,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],['5f8eb3c5a9039d35194489bc']
2020-10-21,"Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani for short term",news-article,https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-for-short-term-11-5991141.html,"Sudarshan Sukhani of s2analytics.com suggests buying Apollo Hospitals with a stop loss of Rs 2,190, target at Rs 2,245 and Godrej Properties with a stop loss of Rs 920, target at Rs 950.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/03/buySellHold3-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'GODR'}]",['5f8faedca9039d3519448b30']
2020-10-29,Apollo partners with Medtronic to integrate AI for stroke management | Apollo Hospitals partners with Medtronic to offer advance stroke management using AI,news-article | news-article,https://www.business-standard.com/article/companies/apollo-partners-with-medtronic-to-integrate-ai-for-stroke-management-120102901123_1.html | https://www.thehindubusinessline.com/companies/apollo-hospitals-partners-with-medtronic-to-offer-advance-stroke-management-using-ai/article32971197.ece,"This will help take stroke management to the next level by standardising diagnosis and empowering clinicians to make faster, more accurate diagnoses and treatment decisions, said Apollo Hospitals | Apollo Hospitals Group on Thursday announced its partnership with India Medtronic, a wholly-owned subsidiary of medical technology company Medtronic Plc to integrate artificial intelligence (AI) for a",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['5f9aa4d3a9039d3519449e67', '5f9a8a3da9039d3519449de7']"
2020-11-02,"Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitessh Thakkar for short term",news-article,https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term-76-6048711.html,"Sudarshan Sukhani of s2analytics.com suggests buying Tata Consultancy Services with a stop loss of Rs 2,645, target at Rs 2,690 and Apollo Hospitals with a stop loss of Rs 2,090, target at Rs 2,160.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/03/buySell1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'TCS'}]",['5f9f87e6a9039d351944a3c0']
2020-11-11,"Apollo Hospitals to raise ₹1,500 crore | Apollo Hospitals Q2 net drops 30% to Rs 60 crore; board approves raising Rs 1,500 crore | Apollo Hospitals Q2 net at Rs 60 crore; board approves fund raising of Rs 1,500 crore | Apollo Hospitals posts Q2 net of ₹33 crore | Apollo Hospitals Q2 profit drops 29% to Rs 59 cr, revenue down 2.8% | Stock market update: MidCap stocks mixed; Apollo Hospitals soars 7% | Apollo Hospitals Q2 lower by 29% yoy at Rs59cr | India Tourism Development Corporation Ltd leads gainers in ‘A’ group | BRIEF-India’s Apollo Hospitals Enterprise Ltd Sept-Quarter Consol Net Profit Falls - Investing.com India",news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.thehindu.com/business/Industry/apollo-hospitals-to-raise-1500-cr/article33077872.ece | https://www.moneycontrol.com/news/business/earnings/apollo-hospitals-q2-net-drops-30-to-rs-60-crore-board-approves-raising-rs-1500-crore-6106671.html | https://www.freepressjournal.in/business/apollo-hospitals-q2-net-at-rs-60-crore-board-approves-fund-raising-of-rs-1500-crore | https://www.thehindubusinessline.com/companies/apollo-hospitals-posts-q2-net-of-33-crore/article33076737.ece | https://www.business-standard.com/article/companies/apollo-hospitals-q2-profit-drops-29-to-rs-59-cr-revenue-down-2-8-120111101972_1.html | https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-midcap-stocks-mixed-apollo-hospitals-soars-7/articleshow/79167577.cms | https://www.indiainfoline.com/article/news-top-story/apollo-hospitals-q2-lower-by-29-yoy-at-rs59cr-120111100951_1.html | https://www.business-standard.com/article/news-cm/india-tourism-development-corporation-ltd-leads-gainers-in-a-group-120111100759_1.html | https://in.investing.com/news/briefindias-apollo-hospitals-enterprise-ltd-septquarter-consol-net-profit-falls-2502264,"Apollo Hospitals Enterprise Ltd. (AHEL) is planning to raise up to ₹1,500 crore for acquisitions, inorganic growth and to reduce debt. The company plans to raise the funds either by way of preferentia | Revenues for the second quarter declined by 3 percent to Rs 2,760.7 crore as against Rs 2,840.7 crore in the year-ago period, Apollo Hospitals Enterprise said in a statement. | Apollo Hospitals Enterprise on Wednesday reported a 30 per cent decline in consolidated profit after tax (PAT) at Rs 60.3 crore for the quarter ended September.The healthcare major had posted a PAT of Rs 86.2 crore during the July-September period of the previous fiscal.Revenues for… | Apollo Hospitals (AHEL) on Wednesday posted a standalone net profit of ₹33 crore for the second quarter of the current fiscal, against a net profit of ₹91 crore for the same period last year. The heal | Standalone revenues of the healthcare services division decreased by 18% to Rs 1,062.6 crore in Q2FY21. | The S&P BSE MidCap index was trading 0.14 per cent up at 15565.32. | Apollo Hospitals, one of India’s pioneers in the organized healthcare segment, reported 2.82% lower sales revenues at Rs2,760.72cr | Arvind Ltd, Aurobindo Pharma Ltd, Apollo Hospitals Enterprise Ltd and Bajaj Holdings & Investment Ltd are among the other gainers in the BSEs A group today, 11 November 2020. | The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases.",https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/investing-com.png', 'id': 'in.investing.com', 'name': 'Investing.com'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'BSEL'}, {'sid': 'NTFM'}, {'sid': '.NIFMDCP100'}, {'sid': '.NIMI150'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'ARBN'}, {'sid': 'ARVN'}, {'sid': 'BJAT'}] | [{'sid': 'APLH'}]","['5fac27d2a9039d351944be17', '5fac1c36a9039d351944be05', '5fac1218a9039d351944bdf2', '5fac021ea9039d351944bdcf', '5fac1632a9039d351944bdff', '5faba309a9039d351944bc47', '5fabfd0fa9039d351944bdbe', '5fab8976a9039d351944bbd2', '5fabfd53a9039d351944bdc2']"
