title,feed_type,link,description,date,image,publisher,stocks,_id
Google for India 2022: New AI will decode the doctor’s handwriting for you,news-article,https://www.businesstoday.in/latest/story/google-announces-ai-to-decode-doctors-handwriting-in-prescription-356883-2022-12-19?utm_source=rssfeed,"At the Google in India event in Delhi, the tech giant announced AI to decode doctor’s handwriting in a prescription. Google has also partnered with Apollo hospitals.",2022-12-19 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202212/googl-sixteen_nine.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}],63a01224c4a48c5cb03d822a
"Tata Steel, Titan and Apollo Hospitals among 28 Nifty stocks that saw MF buying in November",news-article,https://www.businesstoday.in/markets/stocks/story/tata-steel-titan-and-apollo-hospitals-among-28-nifty-stocks-that-saw-mf-buying-in-november-356519-2022-12-15?utm_source=rssfeed,"ONGC, Hindustan Unilever (HUL), UltraTech Cement, Nestle India and Sun Pharma were among other Nifty stocks seeing increased mutual funds interest in the month gone by",2022-12-15 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202212/markets_10-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'HLL'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': 'NEST'}, {'sid': 'ONGC'}, {'sid': 'SUN'}, {'sid': 'TISC'}, {'sid': 'TITN'}, {'sid': 'ULTC'}, {'sid': '.NSEI'}]",639af410e666009ebb0c651f
Apollo Hospital to raise Rs 105 cr via NCDs,news-article,https://www.business-standard.com/article/news-cm/apollo-hospital-to-raise-rs-105-cr-via-ncds-122121400640_1.html,Apollo Hospitals Enterprise said it will raise Rs 105 crore by allotting non-convertible debentures (NCDs) to ICICI Bank on private placement basis.,2022-12-14 15:04:10.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'ICBK'}]",63999eb1d99b6665c172ef1c
Paras Healthcare | Santy Rajan: Paras Healthcare appoints Santy Sajan as the new Group Chief Operating Officer,news-article,https://economictimes.indiatimes.com/small-biz/sme-sector/paras-healthcare-appoints-santy-sajan-as-the-new-group-chief-operating-officer/articleshow/96191596.cms,"Before joining Paras Healthcare, Santy was the COO of Apollo Hospitals, Chennai and the cluster-1 Hospitals.",2022-12-13 17:45:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-96191793,width-1070,height-580,imgsize-6203029,overlay-etrise/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],6398256ad99b6665c172e38a
"Stocks in news: TCS, Wipro, Adani Power, KPI Green and more",news-article,https://www.businesstoday.in/markets/stocks/story/stocks-in-news-tcs-wipro-adani-power-kpi-green-and-more-354850-2022-12-01?utm_source=rssfeed,"Stocks to watch out for today: TCS, Wipro, Apollo Hospitals, Adani Power, NMDC, KPI Green Energy and more",2022-12-01 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202212/markets2-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'ADAN'}, {'sid': 'APLH'}, {'sid': 'NMDC'}, {'sid': 'TCS'}, {'sid': 'WIPR'}]",638823985b1f34f35cb3c02c
Apollo Hospitals board OKs 105-cr NCD issue,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-board-oks-105-cr-ncd-issue-122120100271_1.html,Apollo Hospitals Enterprise announced that its board has approved the issue of non-convertible debentures (NCDs) aggregating to Rs 105 crore on private placement basis.,2022-12-01 10:04:13.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],638834c15b1f34f35cb3c0b1
"Stocks to Watch: TCS, KPI Green, Siemens, Alstom India, Apollo Hospitals",news-article,https://www.business-standard.com/article/markets/stocks-to-watch-today-tcs-kpi-green-siemens-alstom-india-apollo-hospitals-ril-asian-paints-122120100150_1.html,"Stocks to Watch Today: In the F&O space, BHEL, Delta Corp, Indiabulls Housing Finance and PNB are the stocks in ban period on Thursday.",2022-12-01 08:22:03.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-09/12/full/1631463208-1967.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'BHEL'}, {'sid': 'DELT'}, {'sid': 'INBF'}, {'sid': 'PNBK'}, {'sid': 'SIEM'}, {'sid': 'TCS'}]",638818f65b1f34f35cb3bfb1
"Stocks in the news: TCS, Wipro, NMDC, Apollo Hospitals, Zomato and Adani Power",news-article,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-the-news-tcs-wipro-nmdc-apollo-hospitals-zomato-and-adani-power/articleshow/95899011.cms,"Tata Consultancy Services has bagged a deal from Rail Delivery Group to design, develop, implement, and operate the UK’s Rail Data Marketplace. The contract between TCS and RDG is for a term of six years.",2022-12-01 07:22:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-95899009,width-1070,height-580,imgsize-88698,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'ADAN'}, {'sid': 'APLH'}, {'sid': 'NMDC'}, {'sid': 'TCS'}, {'sid': 'WIPR'}, {'sid': 'ZOM'}]",638813b31b93d7d4a046fe3a
"Milk Food to go ex-dividend; Apollo Hospitals board meet, Chandra Prabhu stock split & more",news-article,https://www.businesstoday.in/markets/company-stock/story/milk-food-to-go-ex-dividend-apollo-hospitals-board-meet-chandra-prabhu-stock-split-more-354654-2022-11-30?utm_source=rssfeed,"Apollo Hospitals Enterprise, Syschem (India) and Eighty Jewellers have board meetings today. The board of Apollo Hospitals will consider and approve the issuance of unsecured non-convertible debentures on private placement basis",2022-11-30 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202211/bull-bear-market_8-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}],6386cef61b93d7d4a046f4cf
"Share Market News Live: Sensex, Nifty edge lower in early trade; Hindalco, JSW Steel, Apollo Hospitals among top drags",news-article,https://www.businesstoday.in/markets/story/share-market-news-live-sensex-nifty-may-open-lower-amid-weak-global-cues-354357-2022-11-28?utm_source=rssfeed,Stock Market News Live: Sensex and Nifty started on a lower note today amid weak cues from the global markets. Asian shares plunged as investor sentiment took a hit due to protests in major Chinese cities against the country’s strict zero-Covid policy.,2022-11-28 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202211/dalal-street-sixteen_nine_16-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",638425f544a0e7611ded85ab
"Apollo Hospitals, BHEL, RBL Bank & Redington are Axis Securities’ 4 top trading picks for 3-4 weeks",news-article,https://www.businesstoday.in/markets/stocks/story/apollo-hospitals-bhel-rbl-bank-redington-are-axis-securities-4-top-trading-picks-for-3-4-weeks-354376-2022-11-28?utm_source=rssfeed,"Apollo Hospitals Enterprise has decisively broken above the downward sloping trendline. The breakout is accompanied with an increase in volume, confirming participation at the breakout level",2022-11-28 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202211/markets_18-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'BHEL'}, {'sid': 'RATB'}, {'sid': 'REDI'}]",638441b044a0e7611ded8651
"Indian benchmark indices Sensex, Nifty break many records on Thursday; Close at all-time high",news-article,https://zeenews.india.com/markets/indian-benchmark-indices-sensex-nifty-break-many-records-on-thursday-close-at-all-time-high-2539599.html,"The top gainers were Apollo Hospitals, HDFC Life, BPCL, HCL Technologies and Power Grid while the top losers were Coal India, Bajaj Finserv, Kotak Bank, Bajaj Finance and Hero MotoCorp.",2022-11-24 16:39:54.000,https://pocket-image-cache.com/direct?url=http://english.cdn.zeenews.com/sites/default/files/2022/11/24/1121320-steve-jobs-19.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/zeenews.jpeg', 'id': 'zeenews.india.com', 'name': 'Zee News'}","[{'sid': 'APLH'}, {'sid': 'BJFS'}, {'sid': 'BJFN'}, {'sid': 'BPCL'}, {'sid': 'COAL'}, {'sid': 'HCLT'}, {'sid': 'HDFC'}, {'sid': 'HROM'}, {'sid': 'IDTI'}, {'sid': 'KTKM'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",637f57007a7b04d2fcb83634
"Share Market Today: Sensex Hits Record High, Nifty Posts Best Close; Apollo Hospitals, HDFC Life Top Gainers",news-article,https://www.bqprime.com/markets/share-market-live-sgx-nifty-indicates-opening-gains-for-sensex-nifty-keystone-realtors-listing-in-focus,Live updates on India’s equity markets on November 24.,2022-11-24 16:16:33.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-11%2F692a8da3-0713-4922-bb4c-027e67c6b166%2FWhatsApp_Image_2022_11_24_at_7_07_09_AM.jpeg?rect=0%2C209%2C1600%2C840&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'APLH'}, {'sid': 'HDFC'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",637ede907a7b04d2fcb8324f
"Stock Market LIVE: Sensex above 61,900, Nifty up 100 pts; PSU Bank, IT shine",news-article,https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-24-11-2022-11669250864165.html,"Share Market LIVE Updates: Indian stock markets are trading in the green on Thursday with Sensex above 61,800 and Nifty above 18,350. HDFC Life, Apollo Hospitals and BPCL shine; Coal India lags. Keystone Realtors makes a strong debut. PSU Bank and IT indices gain; Metal, Consumer Durable and Realty …",2022-11-24 09:39:52.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/11/24/600x338/GLOBAL-MARKETS-1_1649923615403_1669251073372_1669251073372.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}, {'sid': 'BPCL'}, {'sid': 'COAL'}, {'sid': 'HDFC'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",637edafb7a7b04d2fcb83217
"Share Market News Live: Sensex rises over 100 points, Nifty tops 18,250; Apollo Hospitals, Bajaj Finance, HDFC Life among top gainers",news-article,https://www.businesstoday.in/markets/story/share-market-news-live-sensex-nifty-may-open-higher-us-fed-policy-minutes-in-focus-353831-2022-11-23?utm_source=rssfeed,"Stock Market News Live: Sensex and Nifty traded higher in Wednesday’s deals, tracking a rise in Wall Street and mixed Asian equities. Although, the gains in the domestic indices were limited as investors keenly awaited US Federal Reserve’s November policy meeting minutes for cues on future interest …",2022-11-23 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202211/dalal-street-sixteen_nine_13-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'BJFN'}, {'sid': 'HDFC'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",637d9a4c3b3a88335da08e55
Buy Apollo Hospitals; target of Rs 5230: ICICI Direct,news-article,https://www.moneycontrol.com/news/business/stocks/buy-apollo-hospitals-target-of-rs-5230-icici-direct-9580051.html,"ICICI Direct is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5230 in its research report dated November 12, 2022.",2022-11-22 19:57:54.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/Buy_3-1-378x213.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],637cdea6fd0e9927cfa714d3
"Apollo Hospitals eyes ₹1,000 cr revenue from diagnostics business in next 3 years",news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-eyes-1000-cr-revenue-from-diagnostics-business-in-next-3-years/article66164184.ece,"In Q2-FY23, its consolidated revenue from operations grew 14% y-o-y",2022-11-21 18:55:59.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/9ddneo/article66164964.ece/alternates/FREE_1200/redeption_img.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],637b81135192a01a52686983
Apollo Hospitals in need of booster shot,news-article,https://www.livemint.com/market/mark-to-market/apollo-hospitals-in-need-of-booster-shot-11668707537194.html,Apollo Hospitals’ plans to raise funds by divesting stake in Apollo HealthCo have not fructified.The higher operating expenses in the 24/7 business are a significant drag on its profits,2022-11-17 23:33:15.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/11/17/600x338/Apollo_Hospitals_1668707569605_1668707569753_1668707569753.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],63767c0b4663344efae1d7c5
Buy or sell: Vaishali Parekh recommends 2 stocks to buy today — 16th November,news-article,https://www.livemint.com/market/stock-market-news/buy-or-sell-vaishali-parekh-of-prabhudas-lilladher-recommends-2-stocks-to-buy-today-16th-november-11668567876299.html,Buy or sell stocks: Vaishali Parekh of Prabhudas Lilladher has recommended two stocks to buy today — IGL and Apollo Hospitals,2022-11-16 08:42:04.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/11/16/600x338/Stocks_to_buy_today_intraday_stocks_foor_today_1668568042776_1668568042984_1668568042984.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],6374579e4663344efae1c814
"Hospital stocks gain in tepid mkt; Krishna Institute, Fortis rise up to 11%",news-article,https://www.business-standard.com/article/markets/hospital-stocks-gain-in-tepid-mkt-krishna-institute-fortis-rise-up-to-11-122111400483_1.html,"Apollo Hospitals Enterprise, and Narayana Hrudayalaya advanced 3 per cent each in the intra-day trade",2022-11-14 13:45:21.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2022-09/05/full/1662394902-0245.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'NARY'}]",6371fd8068049996f722d21e
"Share Market News Live: Sensex zooms over 1,000 points, Nifty above18,300; Apollo Hospitals, Infosys, HDFC among top gainers",news-article,https://www.businesstoday.in/markets/story/share-market-news-live-sensex-nifty-may-stage-gap-up-opening-amid-positive-global-cues-352539-2022-11-11?utm_source=rssfeed,"Stock Market News Live: Sensex and Nifty traded higher in Friday’s deals, taking cues from the global stocks. Asian shares surged as Japan’s Nikkei index gained 2.75 per cent, South Korea’s KOSPI jumped 2.78 per cent, the Shanghai Composite index rose 1.26 per cent and Hang Seng Index zoomed 5.39 pe…",2022-11-11 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202211/dalal-street-sixteen_nine_5-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'IDTI'}, {'sid': 'HDFC'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",636dc001775f6a0bb8d7b9da
Apollo Hospitals Q2 PAT slips 18% YoY to rs 204 cr,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-q2-pat-slips-18-yoy-to-rs-204-cr-122111100616_1.html,Apollo Hospitals Enterprise reported 17.7% decline in consolidated net profit to Rs 203.99 crore despite of 14.4% rise in net sales to Rs 4251.07 in Q2 FY23 over Q2 FY22.,2022-11-11 11:31:11.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],636ded47775f6a0bb8d7bc71
"DCX Systems, Eicher Motors, Apollo Hospitals in spotlight",news-article,https://www.business-standard.com/article/news-cm/dcx-systems-eicher-motors-apollo-hospitals-in-spotlight-122111100162_1.html,"DCX Systems: Shares of DCX Systems will debut on the bourses today, 11 November 2022. Issue price is Rs 207 per share.",2022-11-11 09:04:15.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'EICH'}]",636dca24775f6a0bb8d7ba26
Apollo Hospitals posts Q2 net profit of ₹213 crore,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-posts-q2-net-profit-of-213-crore/article66120940.ece,"Apollo Hospitals’ consolidated revenue from operations stood at ₹4,251 crore",2022-11-10 20:56:23.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/no8kbu/article66121217.ece/alternates/FREE_1200/Logo1.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],636d1b6f177b7c25780138b1
"Apollo Hospitals Q2 Results: Profit Falls, Misses Estimates",news-article,https://www.bqprime.com/business/apollo-hospitals-q2-results-profit-falls-misses-estimates,"Apollo Hospitals’ revenue rose 14% to Rs 4,251 crore, compared with an estimate of Rs 4,003 crore.",2022-11-10 19:14:04.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-11%2Fce6e162d-03c5-4cd8-9da4-e7bb54470ea8%2Fistockphoto_1294129593_170667a.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'APLH'}],636d02f8177b7c25780137ac
"Apollo Hospitals Q2 net falls 20% to Rs 213 cr, income rises to Rs 4,274 cr",news-article,https://www.businesstoday.in/latest/corporate/story/apollo-hospitals-q2-net-falls-20-to-rs-213-cr-income-rises-to-rs-4274-cr-352521-2022-11-10?utm_source=rssfeed,The healthcare major had reported a net profit of Rs 267 crore in the July-September period of previous fiscal.,2022-11-10 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202211/int-hdr-apollo-hospital-1-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}],636d1a76177b7c25780138a9
"Q2FY23 Preview: Apollo Hospitals Enterprise: Revenue seen at Rs41,154 million, PAT at Rs2,326 million",news-article,https://www.indiainfoline.com/article/news-top-story/q2fy23-preview-apollo-hospitals-enterprise-revenue-seen-at-rs41-154-million-pat-at-rs2-326-million-122110900570_1.html,Muted quarter likely for the company.,2022-11-09 08:36:00.000,https://assets.tickertape.in/images/news-publishers/iifl.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'APLH'}],636b7e8f7c16196c2ab6226e
"Share Market News Today Live: Sensex falls over 150 points, Nifty tests 18,100; Airtel, Apollo Hospitals, Maruti among top drags",news-article,https://www.businesstoday.in/markets/story/share-market-news-today-live-sensex-nifty-may-start-on-a-lower-note-us-fed-policy-outcome-in-focus-351509-2022-11-02?utm_source=rssfeed,"Stock Market News Today Live Updates: Sensex and Nifty traded lower on Wednesday during late morning deals, after gaining for four straight sessions, ahead of the US Federal Reserve’s policy outcome later in the day. Market participants widely expect the Fed to raise its benchmark overnight interest…",2022-11-02 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202211/dalal-street-sixteen_nine-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'BRTI'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",6361e27633a5d9fd34213ae7
"Taking Stock | Sensex falls 215 points, Nifty below 18,100 ahead of Fed outcome",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-falls-215-points-nifty-below-18100-ahead-of-fed-outcome-9435961.html,"Bharti Airtel, Apollo Hospitals, Maruti Suzuki, Eicher Motors and Britannia Industries were among the top Nifty losers",2022-11-02 15:54:01.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/Nifty_sensex-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'BRIT'}, {'sid': 'BRTI'}, {'sid': 'EICH'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': 'MRTI'}, {'sid': '.NSEI'}]",63624baf33a5d9fd34213f1a
"The health operator: Meet Sangita Reddy, Joint MD of Apollo Hospitals",news-article,https://www.business-standard.com/article/opinion/the-health-operator-meet-sangita-reddy-joint-md-of-apollo-hospitals-122102801317_1.html,"Reddy talks to Pavan Lall about collective thinking, the power of the family constitution and why private healthcare is often misunderstood",2022-10-28 21:45:43.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2022-10/28/full/1666973524-4754.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],635c0516fc0354b7e82c2bb1
"Diwali 2022: Prabhudas Lilladher bets on these small, mid and largecap stocks",news-article,https://www.moneycontrol.com/news/photos/business/stocks/prabhudas-lilladher-bets-on-these-small-mid-and-largecap-stocks-for-diwali-2022-9382601.html,"Apollo Hospitals Enterprises, Avenue Supermart, Bharti Airtel, ICICI Bank, Mahindra and Mahindra, Ashok Leyland, Chambal Fertilizers, Federal Bank, Jubilant Ingrevia, VIP Industries and Westlife Development are among the top chart picks by Prabhudas Lilladher",2022-10-24 09:42:49.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/financial_services1-1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'ASOK'}, {'sid': 'BRTI'}, {'sid': 'FED'}, {'sid': 'ICBK'}, {'sid': 'MAHM'}, {'sid': 'VIPI'}, {'sid': 'WEST'}, {'sid': 'JUB'}]",6356151f8d2a64a21b67490f
"Reliance and Adani are getting into diagnostics. So are Apollo Hospitals, Tata 1mg and many others. But why?",news-article,https://www.businesstoday.in/industry/pharma/story/reliance-and-adani-are-getting-into-diagnostics-so-are-apollo-hospitals-tata-1mg-and-many-others-but-why-350628-2022-10-23?utm_source=rssfeed,"Reliance Industries acquired majority stake in Netmeds for Rs 620 crore (Reliance Retail). In June 2021, Tata Digital had acquired the online pharmacy 1MG for a cash consideration of Rs 720 crore, and then launched its own diagnostics wing.",2022-10-23 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202210/lab_1200-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'RELI'}]",635523d48d2a64a21b674631
"Share Market News Today Live: Sensex surges over 350 points, Nifty above 17,650; Axis Bank, Apollo Hospitals among top gainers",news-article,https://www.businesstoday.in/markets/story/share-market-news-today-live-sensex-nifty-may-start-on-a-higher-note-despite-weak-global-cues-350478-2022-10-21?utm_source=rssfeed,"Stock Market News Today Live Updates: Sensex and Nifty traded higher in today’s deals, extending their winning run for the sixth straight session despite weak cues from global markets. Asian shares, tracking Wall Street, fell today while Treasury yields scaled 14-year highs as the prospect of aggres…",2022-10-21 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202210/dalal-street-sixteen_nine_6-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'AXBK'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",635217e89226fc94ecf40432
Jayalalithaa’s death | Unfathomable why panel did not depend on medical board’s guidance: Advocate Aryama Sundaram,news-article,https://www.thehindu.com/news/national/tamil-nadu/unfathomable-that-arumughaswamy-panel-would-not-depend-on-qualified-medical-boards-guidance-on-medical-matters-aryama-sundaram/article66032154.ece,The senior advocate also took exception to the Commission’s charge that Apollo Hospitals chairman Prathap C. Reddy had called a press conference and announced that Jayalalithaa would go home soon,2022-10-20 11:49:55.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/hydkka/article66034310.ece/alternates/FREE_1200/18_AIADMK_DISQUALIFICATION_CASE__AND_ARYAMA_SUNDARAM_02.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],63506e4a9226fc94ecf3f91e
